,SMILES,MIC,METAB,MO24,DP24,SM24,NC24,MORT,YSE,AXIS,EYE,SNOU,JAW,OTIC,PE,BRAI,SOMI,PFIN,CFIN,PIG,CIRC,TRUN,SWIM,NC,TR,MOV21,AUC21,LEL_MORT,LEL_YSE,LEL_AXIS,LEL_EYE,LEL_SNOU,LEL_JAW,LEL_OTIC,LEL_PE,LEL_BRAI,LEL_SOMI,LEL_PFIN,LEL_CFIN,LEL_PIG,LEL_CIRC,LEL_TRUN,LEL_SWIM,LEL_NC,LEL_TR,18_END_LEC,MOR_LEC,SUBLETH_17_END_LEC,TOX_SCO
843,C=C(C1=CC=C(C=C1)OCCO)C2=CC=C(C=C2)OCCO,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,C=C(CN1CCN(CC1)CC(=C)Br)Br,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,C=CCC1(C(=O)NC(=O)NC1=O)CN2CCCCCC2=O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,C=CCC1(C2=CC=CC=C2NC1=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,C=CCC1=C(C(=CC=C1)/C=N/C2=NC=NN2)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,C=CCC1=C(C(=CC=C1)/C=N/N2C=NN=C2)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,C=CCN1C(=NN=C1SCC(=O)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=CC=C3)C4=CC=CS4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,C=CCN1C(=NN=C1SCC(=O)C2=CC=CC=C2)C3=CC4=C(C=C3)OCO4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,C=CCN1C(=NNC1=S)C2=CC=CC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,C=CCN1C(=O)C2=C(NC1=S)N=C3CCCCC3=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,C=CCN1C(=O)C2=CC=CC=C2N=C1SCC(=O)NC3=CC4=C(C=C3)OCO4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,C=CCN1C(=O)C2=CC=CC=C2NC1=S,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,C=CCN1C(=O)C=C(N=C1SCC(=O)NC23CC4CC(C2)CC(C4)C3)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,C=CCN1C(=O)C=C(N=C1SCC2=C(C(=C(C(=C2F)F)F)F)F)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,C=CCN1C=NC2=C(C1=O)C3=NC4=CC=CC=C4N=C3N2C5=CC=C(C=C5)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,C=CCN=C(NC#N)SCCC1=CC=CC=C1,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,C=CCNC(=O)C(C#N)C1=NC2=CC=CC=C2N=C1N3CCCCCC3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,C=CCNC1=C(C(=C(S1)C(=O)C2CC2)N)C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,C=CCNC1=NC(=C(C2=C1CN(CC2)CC3=CC=CC=C3)C#N)N4CCCCC4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,C=CCNC1=NC(=CS1)C2=CC(=C(C=C2)O)C(=O)N.Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,C=CCOC(=O)CC(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,C=CCOC1=CC=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)CCCN3CCOCC3)C4=CC=CC=C4)/O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,C=CCON1C2=CC=CC=C2[N+](=C(C1=O)C3=CC4=CC=CC=C4O3)[O-],,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,C=CCSC1=NN=C(O1)C2=C(C=C(C=C2)Cl)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,C=COC(=O)CSC1=C(C=CC(=N1)C2=CC=CS2)C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,CC(=C)CC1[C@@]23C=C[C@@H](O2)C([C@H]3C(=O)N1C4=CC(=CC=C4)OC)C(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,CC(=C)CN1C2=CC=CC=C2N=C1C3=CC=C(C=C3)OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,CC(=C)CN1C2=CC=CC=C2N=C1CCCNC(=O)C(C)(C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,CC(=C)CSC1=C(C(CC(=O)N1)C2=CSC=C2)C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,CC(=C)CSC1=NC(=C2C3=C(CCC3)SC2=N1)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,CC(=C)CSC1=NN=C2N1C3=C(C4=C(S3)CCC4)C(=O)N2C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,CC(=C1C(=O)C2=CC=CC=C2C1=O)N3CCN(CC3)CCN=CC4=C(N(C(=O)N(C4=O)C)C)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,CC(=CCC(C)(C)CNC(=O)NC1CCCCC1)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,CC(=NC1=C(C=CC(=C1)OC)OC)C2=C(COC2=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,CC(=NC1=CC(=CC=C1)O)C2=C(C3=CC=CC=C3S2)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,CC(=NCC=C)C1=C(CCC1=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,CC(=NCCO)C1=C(N(C(=O)N(C1=O)C)C)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,CC(=O)/C(=C/1\NC(=O)C(S1)CC2=CC=CC=C2)/C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,CC(=O)/C(=C/1\NC(=O)C(S1)CC2=CC=CC=C2Cl)/C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,CC(=O)/C(=N\O)/C[N+]1(CCCCC1)C.[I-],,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,CC(=O)C(=[N+]=[N-])C(=O)NCC1=CC=CC=C1,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,CC(=O)C1(C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)(C#N)C#N)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,CC(=O)C1(CCNCC1)C2=CC=CC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,CC(=O)C1=C(C(=O)N(C1C2=CC(=C(C=C2)O)OC)C3=NC=C(C=C3)Br)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,CC(=O)C1=C(C(=O)N(C1C2=CC(=C(C=C2)OC)OC)C3=CC(=CC=C3)OC)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,CC(=O)C1=C(C(=O)N(C1C2=CC(=C(C=C2)OC)OC)C3=NC=CS3)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,CC(=O)C1=C(C(=O)N(C1C2=CC=C(C=C2)F)C3=CC=CC(=C3)C(=O)O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,CC(=O)C1=C(C(=O)N(C1C2=CC=CC=C2)C3=CC=C(C=C3)C(=O)O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,CC(=O)C1=C(C(=O)N(C1C2=CC=CC=C2Cl)CC3=CN=CC=C3)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,CC(=O)C1=C(C(=O)N(C1C2=CC=CC=C2F)C3=CC=C(C=C3)S(=O)(=O)N)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,CC(=O)C1=C(C(=O)N(C1C2=CC=CC=C2F)C3=CC=CC(=C3)C(=O)O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,CC(=O)C1=C(C(=O)N(C1C2=CC=CC=C2F)C3=NC=C(C=C3)Br)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,CC(=O)C1=C(C[C@@H]2[C@H]1C2(C)C)NC(=O)C3=CC=CC=C3F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,CC(=O)C1=C(N=C2CCCCCN2C1=O)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,CC(=O)C1=CC(=C(C=C1)O)CO,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,CC(=O)C1=CC(=C(C=C1)OC)CSCCC(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,CC(=O)C1=CC(=CC=C1)N=C2NC(=O)C(S2)(CO)CO,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,CC(=O)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C(=C2)OC)OC)OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,CC(=O)C1=CC(=CC=C1)NC(=O)NCC2=CC=CO2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,CC(=O)C1=CC2=C(C=C1NC(=O)CSCC(=O)OC)OCO2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,CC(=O)C1=CC=C(S1)C#CC(C)(C)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,CC(=O)CC(C)(C)N1C=[N+](N=N1)C.[O-]Cl(=O)(=O)=O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,CC(=O)CCN1C(=O)N(C(=O)N(C1=O)CCC(=O)C)CCC(=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,CC(=O)N(CC1(CCCC1)C2=CC(=C(C=C2)OC)OC)C(=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,CC(=O)N(CC1=CC=C(C=C1)S(=O)(=O)N)C2CC(=O)N(C2=O)C3=CC=C(C=C3)OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,CC(=O)N(CC1=CC=C(O1)C(=O)OC)C2=CC=CC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,CC(=O)N(CC1=CC=CC=C1)C2=CC=C(C=C2)C(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,CC(=O)N1C(OC(=O)C2=CC=CC=C21)C3=CC=CC=C3OC(=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,CC(=O)N1CC=C2[C@H](C1)[C@H](C(C(=C2C#N)N)(C#N)C#N)C3=COC=C3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,CC(=O)N1CCC2(CC1)C(=C(OC3=NNC(=C23)C(F)(F)F)N)C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,CC(=O)N1CCC2=C1C=CC(=C2)S(=O)(=O)NCCC(=O)NC3CCCC4=CC=CC=C34,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,CC(=O)N1CCN(CC1)C2C(C3=CC=CC4=C3C2=CC=C4)NS(=O)(=O)C5=CC=CC=C5,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,CC(=O)N1CCOC1C2=CC=CC=C2OC(=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,CC(=O)N1CN(CC2=C1SC3=C2CCCC3)C4CCCC4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,CC(=O)N=C(N)SC1=NC2=CC=CC=C2N1,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,CC(=O)NC(C(=O)OC)(C(=O)OC)NC1=CC=C(C=C1)Br,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,CC(=O)NC(C(=O)OC)(C(=O)OC)NC1=CC=CC=C1,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,CC(=O)NC(C(=O)OC)(C(F)(F)F)NC1=CC=CC=N1,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,CC(=O)NC(C(=O)OC)(C(F)(F)F)NC1=NC2=C(S1)C=C(C=C2)S(=O)(=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,CC(=O)NC(C(=O)OC)(C(F)(F)F)NC1=NC2=C(S1)CCCC2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,CC(=O)NC(C(=O)OC)(C(F)(F)F)NC1=NC=C(C=C1)Br,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,CC(=O)NC(C1=C(C=C(C=C1)OC)OC)C2=C(C3=C(C=CC=N3)C=C2)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,CC(=O)NC1(C2=C(NC1=O)N(C(=O)N(C2=O)C)C)C(F)(F)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)[O-])I)NC(=O)C)I.[Na+],,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,CC(=O)NC1=C(N(C2=CC=CC=C21)C)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,CC(=O)NC1=C(NC2=CC=CC=C21)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,CC(=O)NC1=CC2=C(C=C1Br)OCCO2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,CC(=O)NC1=CC=C(C=C1)C2=CC3=CC=CC=C3O2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,CC(=O)NC1=CC=C(C=C1)C2=NN=C(N2C)SCC(=O)NC3=CC=CC=C3OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,CC(=O)NC1=CC=C(C=C1)CC2=CC=NC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,CC(=O)NC1=CC=C(C=C1)NC(=O)CN2C=NC3=C(C2=O)C=NN3C(C)(C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,CC(=O)NC1=CC=C(C=C1)NCC(COC2=CC=CC=C2)O.Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,CC(=O)NC1=CC=C(C=C1)OC(=O)CC2C(=O)NC(=O)S2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,CC(=O)NC1=CC=C(C=C1)OCC2=C(C=CC(=C2)/C=N/N3C=NC=N3)OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NN3C(CC(=O)NC3=N2)C4=CC=CC=C4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,CC(=O)NC1=CC=CC=C1O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,CC(=O)NC1=NC2=C(S1)C=C(C=C2)C(=O)NC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,CC(=O)NC1=NC2=CC=CC=C2N=C1,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,CC(=O)NC1=NN=C(S1)SCC(=O)NCC2CCCO2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,CC(=O)NCC(=O)OCN1C(=O)C2=CC=CC=C2C1=O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,CC(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NCC2=CC3=C(C=C2)OCO3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,CC(=O)NCCCCCCNC(=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,CC(=O)NN1C(=O)C2=C(C=C(C=C2)C(=O)OC)NC1=S,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,CC(=O)NN1C=NC2=C(C1=O)C3(CCCC3)CC4=CC=CC=C42,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,CC(=O)N[C@@H](CS)C(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,CC(=O)N[C@H]1C[C@@H]1C2=CC=CC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,CC(=O)O.C1=CC(=CC=C1CN)S(=O)(=O)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,CC(=O)O.COC1=C(C=C(C=C1)C2NC3=CC=CC=C3C(=O)N2CC4=CC=CO4)CN5C(=O)C6=CC=CC=C6C5=O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,CC(=O)OC1(CN2CCC1C3=CC=CC=C32)CC4=CC=CC=C4.Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,CC(=O)OC12CC3CC(C1)C(=NO)C(C3)C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,CC(=O)OC1=C(C=C(C=C1)C(=O)NC2=C(C=C(C=C2)O)C(=O)O)OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,CC(=O)OC1=C(C=C(C=C1OC)C2NC3=CC=CC4=C3C(=CC=C4)N2)OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,CC(=O)OC1=C(N=C(O1)C2=CC=CC=C2)/C=N/C3=CC=CC=N3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,CC(=O)OC1=C(N=C(O1)C2=CC=CC=C2)C=NC3=CC=CC=C3OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,CC(=O)OC1C(=O)NC2=CC=CC=C2C(=N1)C3=CC=CC=C3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)Cl)C)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)[O-].[Na+],,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,CC(=O)OCC1=C([N+](=O)C2=CC=CC=C2N1[O-])COC(=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,CC(=O)OCC[N+](C)(C)C.[Br-],,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-],,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,CC(=O)[C@H]1CC[C@@H]2[C@@]1(C[C@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
