,SMILES,MIC,METAB,MO24,DP24,SM24,NC24,MORT,YSE,AXIS,EYE,SNOU,JAW,OTIC,PE,BRAI,SOMI,PFIN,CFIN,PIG,CIRC,TRUN,SWIM,NC,TR,MOV21,AUC21,LEL_MORT,LEL_YSE,LEL_AXIS,LEL_EYE,LEL_SNOU,LEL_JAW,LEL_OTIC,LEL_PE,LEL_BRAI,LEL_SOMI,LEL_PFIN,LEL_CFIN,LEL_PIG,LEL_CIRC,LEL_TRUN,LEL_SWIM,LEL_NC,LEL_TR,18_END_LEC,MOR_LEC,SUBLETH_17_END_LEC,TOX_SCO
0,C1=CC=C(C=C1)C2=NN=C3N2N=C(S3)CC4=CC=CS4,ACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C1=CC=C(C=C1)N2C(=NN=C2SCC3=CC=C(C=C3)C#N)C4=CC=CC=N4,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C1=CC=C2C(=C1)C3=C4C(=NO3)C=CC(=C4C2=O)NCC5=CC=CO5,ACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C1=COC(=C1)C2=NN=C3N2N=C(S3)C4=CC=CS4,ACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C1CC2=C(C(C(=C(N2)SCC(=O)C3=CC=C(C=C3)Cl)C#N)C4=CC=CO4)C(=O)C1,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C1CCC2(C1)CC3=CC=CC=C3C4=C2C(=O)N(C(=N4)SCC#N)CC5=CC=CO5,ACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,C1CCN(CC1)CCSC2=NN=C(N2CC3=CC=CO3)COC4=CC=C(C=C4)Cl.Cl,ACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,C1CN(CC2=C1C(=C(N=C2NCC3=CC=CC=C3)NCCN)C#N)CC4=CC=CC=C4,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,C1CN(CCN1CC2=CC=CC=C2)C3=NC=NC4=C3NC5=CC=CC=C54,ACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C=CCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)NC4=CC=CC=C4)N,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CC(=O)C1=C(C(=O)N(C1C2=CC=CC=N2)CCCOC)O.Cl,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,ACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CC1(CC2=C(CO1)C(=NC(=C2C#N)NCC3=CC=CO3)C4=CC=CO4)C,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CC1(CCC(=O)O1)C2=CN=C(S2)NC3=CC=CC=C3,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N=CC3=C(N(C(=O)NC3=O)C4CCCCC4)O,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N=CC3=C(N(C(=O)NC3=O)CCC4=CC=C(C=C4)F)O,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CC1=C(C2=C(N1C)C=CC(=C2)OC)C(=O)CN3CCOCC3,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CC1=CC(=C(C=C1)OC)N2C(=NN=N2)SC/C(=C(\C#N)/C3=NC4=CC=CC=C4N3)/O,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CC1=CC2=C(C(C(=C(O2)N)C(=O)OC)C3=CC=NC=C3)C(=O)O1,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CC1=CC2=C(C=C1)N=C(N2)C3CCN(CC3)CC(=O)N4CCCCCC4,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CC1=CC2=C(C=C1)NC3=C2CN(CC3)C(=O)CN4CCCC5=CC=CC=C54,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CC1=CC=C(C=C1)CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(C2=N)CC5=CC=CO5,ACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CC1=CSC(=N1)NC(=O)NC2=CC(=CC=C2)Cl,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,CC1=NN=C(S1)NC(=O)C2CCCO2,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CC1C(=O)N(C2=CC=CC=C2O1)CC(=O)NCC3=CC=CS3,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CC1CC(NC2=C(C=CC=C12)C)C.Cl,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CCCC1CC(=O)OC1(C)C(=O)CSC2=NNC(=N2)C3=CC=CC=C3.Br,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CCCCOC1=CC=CC=C1C(=O)NCCCC(=O)O,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CCN(CC)C(=O)C1=C(C2=C(S1)N=C(C=C2C3=CC=CS3)C4=CC=CS4)N,ACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CCN(CC)C1=CC(=C(C=C1)C2NC3=CC=CC4=C3C(=CC=C4)N2)O,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,CCN1C/C(=C/C2=CC=CC=C2)/C3=C(C1)C(C(=C(O3)N)C#N)C4=CC=CC=C4,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CCNC(=O)C1=CC2=C(N=C3C(=CC=CN3C2=O)C)N(C1=N)CCC4=CC=CC=C4,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,CCOC(=O)C1CCCN(C1)C2=NC3=CC=CC=C3N=C2C(C#N)C(=O)OCCOC,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,CCOC(=O)CCC1=C(C(=C2NC3=CC=CC=C3N2C1=O)C#N)C,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,CCOC(=O)CSC1=NC(=C(S1)C(=O)NC2=CC=C(C=C2)N(C)C)N,ACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,CCOC(=O)CSC1=NN=C2N1C3=C(C4=C(S3)CCC4)C(=O)N2CC5=CC=CC=C5,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.Cl,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,CN1C2=C(C=C1C(=O)OC(C3=CN=CC=C3)C(=O)NC4CCCC4)SC=C2,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,CNC1=C(N=C(O1)C2=CC=CC=C2Cl)C#N,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,CNC1=CC=CC=C1C2=NC3=CC=CC=C3N(C2=O)C,ACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,COC(=O)C1=C(C=CS1)NC(=O)C2=CC=CO2,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,COC(=O)C1=CC=C(O1)CN2C(=O)C3=C(C4=C(S3)N=C(C5=C4CCCC5)N6CCOCC6)N=N2,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,COC(=O)C1=CN(C(=O)C(=C1)Br)CCC2=CC=C(C=C2)F,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,COC1=C(C=C(C=C1)C2CC(N3C(=C(C=N3)C(=O)NC4=CC(=CC=C4)O)N2)C(F)(F)F)OC,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,COC1=CC(=C(C=C1)OC)NC2=NC(=CS2)C3=CC=CS3,ACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,COC1=CC=CC(=C1)C2=NN=C3N2N=C(S3)C4=CC=CO4,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,COC1=CC=CC=C1C2=NN=C3N2N=C(S3)C4CCCCC4,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,INACT,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,C#CCOC(=O)C1C2CC(C1C(=O)O)C=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,C#CCSC1=C(C=CC(=N1)C2=CC=CS2)C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,C(C(F)(F)F)NC(=O)NC1=NN=C(S1)C(F)(F)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,C([C@@H](C(=O)O)N)OC(=O)C=[N+]=[N-],,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,C/C(=C/CC1(C(=O)NC(=O)NC1=O)CN2CCCC2=O)/Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,C/C(=C\1/[C@H]2[C@H](C2(C)C)CC1=O)/NC(=O)C3=CC=CC=C3F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,C/C(=C\1/[C@H]2[C@H](C2(C)C)CC1=O)/NC(=O)C3=CC=CS3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,C/C(=C\C(=O)C)/NCCNC1=C(C(=C(C(=C1F)F)CO)F)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,C/C(=C\C(=O)O)/CC(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,C/C(=N/N1C=NN=C1)/C2=CN=CC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,C/C(=N\O)/C(=N/O)/CN(C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,C/C(=N\O)/C(=O)NCCCN1C=CN=C1,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,C/C(=N\O)/C(=O)NCCCNCCCN(C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,C/C(=N\O)/C1(N(C(C(=[N+]1[O-])C2=CC=CO2)(C)C)O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,C/C(=N\O)/C1=CC2=C(C=C1)NC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,C/C(=N\O)/CC1(C2=CC=CC=C2N(C1=O)CC3=CC=CC=C3)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,C/C=C(/C(=C/C)/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,C/C=C/C1=CC=CC=C1OCC2=CC=C(O2)C(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,C1(=C(SN=C1C(=O)O)Cl)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,C1=C(OC(=C1)C(=O)O)COC2=C(C(=C(C(=C2F)F)F)F)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,C1=C(OC(=C1)C(=O)O)COCC(C(F)F)(F)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,C1=C(OC(=C1)C(=O)O)CSC(CC(=O)O)C(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O.Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,C1=CC(=C(C(=C1Cl)C(=O)NC2=NC=NN2)Cl)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,C1=CC(=C(C=C1Br)CNN2C=NN=C2)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,C1=CC(=C(C=C1CC2=NN=C(S2)N)Cl)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)I)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,C1=CC(=C(C=C1Cl)C2=CC=C(O2)/C=N/C3=NC=NN3)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-],,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,C1=CC(=C(C=C1Cl)Cl)OCC(=O)NC(CC(=O)O)C(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,C1=CC(=C(C=C1N)O)C(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,C1=CC(=C(C=C1N)O)C(=O)O.C1=CC(=C(C=C1N)O)C(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,C1=CC(=C(C=C1O)O)C(=O)CC2=CSC=N2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(=O)O)I)I)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CCC(=O)O)I)I)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)[O-])N)I)I)O.[Na+],,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,C1=CC(=CC(=C1)Br)COC(=O)CN2C(=NN=N2)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,C1=CC(=CC(=C1)C(F)(F)F)C(=O)NCC2=CN=CC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,C1=CC(=CC(=C1)Cl)C2=NN=C3N2N=C(S3)C4=CC(=CC=C4)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,C1=CC(=CC(=C1)Cl)C2=NN=C3N2N=C(S3)C4=CC=C(C=C4)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,C1=CC(=CC(=C1)Cl)C2C(=C(C(=O)N2C3=NC=CC=N3)O)C(=O)C4=CC=CO4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,C1=CC(=CC(=C1)Cl)N=CC2=C(OC(=N2)C3=CC=CO3)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,C1=CC(=CC(=C1)Cl)NC(=O)NC2=CC=C(C=C2)CC#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,C1=CC(=CC(=C1)F)C(=O)NC2=C(C=CC=N2)Cl.Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,C1=CC(=CC(=C1)N)C(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,C1=CC(=CC(=C1)N2C=CC=C2/C=N/N3C=NN=C3)C(F)(F)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,C1=CC(=CC(=C1)N=C2NC(=O)C(S2)CC(=O)O)C(F)(F)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,C1=CC(=CC(=C1)NC(=O)CC2=CC=C(C=C2)Cl)C3=NN=C(O3)C4=CC=CO4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,C1=CC(=CC(=C1)OC2=CN=CC=C2)OC3=CN=CC=C3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,C1=CC(=CC(=C1)S(=O)(=O)C2=CC=C(C=C2)N)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,C1=CC(=CC=C1/C=N/O)OCC(O)COC2=CC=C(C=C2)/C=N/O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,C1=CC(=CC=C1C(=O)O)OCCN2C=CN=C2.Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,C1=CC(=CC=C1C(=O)O)S(=O)(=O)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,C1=CC(=CC=C1C2=CC=C(N2CCC(=O)O)CCC(=O)O)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,C1=CC(=CC=C1C2=CN=CN2)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,C1=CC(=CC=C1CC(C(=O)O)N)OC2=CC=C(C=C2)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,C1=CC(=CC=C1CSC2=C(C(=NS2)SCC(=O)N)C#N)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,C1=CC(=CC=C1CSC2=NC=NN2)C(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,C1=CC(=CC=C1CSCC2=NN=C(S2)N)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,C1=CC(=CC=C1CSCCC#N)OCC(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,C1=CC(=CC=C1N2C3=NC=NC(=C3C=N2)NCCCN4C=CN=C4)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,C1=CC(=CC=C1N2C3=NC=NC(=C3C=N2)NCCOCCO)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,C1=CC(=CC=C1NC(=O)COC2=CC=C(C=C2)F)N3C=NN=N3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,C1=CC(=CC=C1SCC2=CN3C=CSC3=N2)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,C1=CC(=CC=C1SCC2=NN=C(S2)N)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,C1=CC(=CN=C1)/C=N/N2C=NN=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,C1=CC(=CN=C1)C(=O)NC2=C(C=CS2)C(=O)NCC3=CC=CO3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,C1=CC(=CN=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)CC4=CC=C(C=C4)Cl,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,C1=CC(=CN=C1)C(=O)NC2=CC3=C(C=C2)OC(=O)C=C3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,C1=CC(=CN=C1)C(=O)NC2=CN=CC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,C1=CC(=CN=C1)C(=O)NCCCN2C=CN=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,C1=CC(=CN=C1)C(=O)NCCOCCOCCNC(=O)C2=CN=CC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,C1=CC(=CN=C1)C2=NN=C3N2N=C(S3)C4=CC=CO4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
